DAY,FEMALE,MALE,ZOMBIE
285,167954,165850,946
286,167970,165864,953
287,167994,165881,957
288,168012,165896,965
289,168031,165908,969
290,168038,165919,975
291,168048,165940,982
292,168063,165954,985
293,168083,165970,992
294,168104,165988,999
295,168119,165993,1007
296,168125,166012,1012
297,168137,166033,1015
298,168147,166052,1023
299,168162,166068,1028
300,168185,166090,1032
301,168204,166102,1037
302,168227,166117,1044
303,168251,166137,1045
304,168276,166154,1050
305,168297,166173,1058
306,168310,166195,1065
307,168338,166214,1072
308,168351,166231,1079
309,168370,166253,1085
310,168392,166275,1091
311,168415,166291,1098
312,168432,166313,1102
313,168458,166335,1107
314,168460,166344,1115
315,168473,166362,1123
316,168482,166380,1128
317,168501,166404,1135
318,168521,166409,1142
319,168536,166428,1148
320,168553,166448,1154
321,168570,166467,1159
322,168590,166488,1166
323,168618,166502,1171
324,168632,166519,1178
325,168649,166542,1181
326,168662,166562,1186
327,168680,166574,1193
328,168690,166597,1199
329,168698,166616,1206
330,168718,166644,1209
331,168729,166650,1218
332,168740,166674,1224
333,168762,166694,1229
334,168778,166708,1233
335,168799,166713,1238
336,168830,166730,1241
337,168836,166745,1249
338,168862,166764,1254
339,168876,166783,1261
340,168889,166800,1268
341,168900,166819,1276
342,168922,166855,1282
343,168940,166871,1289
344,168965,166884,1293
345,168979,166901,1300
346,168994,166923,1306
347,169007,166945,1310
348,169021,166962,1317
349,169045,166982,1324
350,169056,166998,1333
351,169061,167016,1341
352,169079,167034,1348
353,169100,167043,1356
354,169121,167066,1361
355,169135,167078,1365
356,169144,167089,1371
357,169159,167103,1380
358,169170,167128,1388
359,169182,167147,1394
360,169200,167159,1401
361,169211,167183,1411
362,169228,167195,1416
363,169238,167199,1426
364,169259,167216,1428
365,169273,167225,1434
366,169277,167240,1443
367,169285,167264,1448
368,169295,167280,1456
369,169320,167297,1464
370,169344,167308,1469
371,169345,167314,1481
372,169358,167342,1486
373,169373,167359,1492
374,169388,167386,1500
375,169407,167398,1503
376,169421,167416,1512
377,169433,167415,1521
378,169449,167424,1528
379,169459,167431,1537
380,169471,167455,1546
381,169481,167471,1557
382,169494,167485,1565
383,169513,167506,1573
384,169531,167529,1583
385,169542,167548,1589
386,169558,167568,1601
387,169577,167593,1603
388,169604,167597,1609
389,169619,167604,1618
390,169641,167624,1624
391,169660,167643,1630
392,169672,167655,1640
393,169690,167671,1650
394,169705,167689,1657
395,169716,167701,1671
396,169736,167712,1677
397,169752,167733,1684
398,169771,167749,1695
399,169775,167768,1704
400,169794,167784,1710
401,169818,167805,1718
402,169829,167827,1727
403,169837,167835,1738
404,169843,167853,1747
405,169854,167858,1755
406,169873,167883,1766
407,169887,167908,1773
408,169901,167907,1785
409,169918,167915,1791
410,169940,167931,1800
411,169960,167956,1809
412,169979,167963,1815
413,169985,167977,1822
414,169994,167997,1830
415,170013,168011,1837
416,170031,168024,1847
417,170036,168038,1858
418,170050,168056,1868
419,170053,168076,1880
420,170062,168089,1886
421,170074,168101,1896
422,170092,168113,1903
423,170109,168130,1911
424,170126,168136,1924
425,170136,168156,1933
426,170159,168174,1941
427,170169,168191,1957
428,170188,168208,1967
429,170194,168223,1976
430,170207,168239,1985
431,170223,168251,1991
432,170234,168266,1994
433,170238,168287,2003
434,170242,168303,2014
435,170254,168323,2024
436,170281,168342,2030
437,170303,168346,2034
438,170317,168361,2047
439,170328,168372,2058
440,170334,168388,2067
441,170346,168398,2075
442,170357,168416,2082
443,170368,168429,2091
444,170382,168439,2099
445,170384,168456,2110
446,170399,168471,2120
447,170404,168490,2130
448,170418,168504,2143
449,170445,168524,2152
450,170441,168532,2164
451,170462,168541,2175
452,170470,168559,2189
453,170482,168561,2194
454,170487,168575,2205
455,170502,168588,2213
456,170503,168605,2222
457,170508,168625,2233
458,170525,168631,2241
459,170547,168649,2249
460,170558,168660,2260
461,170568,168675,2268
462,170576,168679,2279
463,170592,168689,2287
464,170595,168702,2297
465,170606,168713,2303
466,170627,168727,2312
467,170642,168752,2321
468,170655,168772,2331
469,170669,168779,2336
470,170682,168784,2346
471,170705,168800,2359
472,170716,168824,2368
473,170730,168842,2372
474,170747,168849,2382
475,170764,168865,2392
476,170781,168877,2400
477,170794,168887,2413
478,170803,168903,2418
479,170812,168910,2422
480,170816,168915,2431
481,170821,168928,2443
482,170850,168938,2451
483,170878,168949,2459
484,170896,168975,2464
485,170907,168991,2470
486,170910,169005,2479
487,170921,169016,2490
488,170933,169033,2500
489,170942,169050,2513
490,170956,169055,2533
491,170963,169062,2545
492,170983,169062,2559
493,170996,169074,2564
494,171002,169096,2574
495,171018,169123,2582
496,171030,169130,2592
497,171041,169143,2599
498,171061,169154,2611
499,171069,169164,2615
500,171081,169178,2622
501,171090,169183,2641
502,171106,169193,2656
503,171119,169212,2666
504,171143,169217,2675
505,171150,169231,2682
506,171159,169238,2692
507,171180,169242,2699
508,171185,169254,2709
509,171193,169274,2721
510,171195,169293,2732
511,171203,169304,2746
512,171212,169309,2755
513,171224,169320,2759
514,171235,169332,2772
515,171244,169351,2778
516,171264,169354,2792
517,171281,169362,2800
518,171299,169372,2809
519,171314,169392,2817
520,171324,169399,2827
521,171335,169407,2838
522,171346,169421,2850
523,171357,169434,2859
524,171366,169444,2863
525,171382,169455,2872
526,171401,169470,2884
527,171402,169494,2895
528,171417,169508,2906
529,171425,169531,2912
530,171434,169545,2923
531,171440,169551,2935
532,171458,169562,2947
533,171458,169577,2955
534,171465,169594,2965
535,171478,169604,2976
536,171498,169629,2981
537,171518,169640,2990
538,171517,169647,2999
539,171528,169665,3007
540,171535,169679,3020
541,171544,169684,3025
542,171559,169689,3033
543,171573,169691,3038
544,171576,169709,3055
545,171596,169710,3065
546,171599,169731,3078
547,171613,169739,3089
548,171625,169751,3094
549,171644,169771,3099
550,171664,169785,3106
551,171670,169792,3113
552,171686,169809,3120
553,171707,169825,3126
554,171714,169842,3136
555,171729,169853,3144
556,171734,169860,3158
557,171748,169871,3164
558,171766,169885,3173
559,171789,169898,3183
560,171797,169912,3193
561,171801,169923,3201
562,171821,169936,3208
563,171831,169940,3216
564,171846,169953,3223
565,171868,169965,3228
566,171866,169993,3238
567,171891,170005,3243
568,171910,169997,3255
569,171921,170017,3262
570,171937,170023,3272
571,171952,170036,3281
572,171959,170047,3287
573,171982,170057,3299
574,171988,170073,3304
575,172012,170086,3312
576,172033,170115,3317
577,172044,170117,3329
578,172057,170127,3346
579,172069,170127,3365
580,172068,170140,3377
581,172085,170154,3381
582,172102,170171,3390
583,172100,170185,3397
584,172105,170203,3405
585,172109,170215,3422
586,172115,170213,3430
587,172121,170224,3441
588,172130,170243,3449
589,172146,170258,3456
590,172159,170264,3467
591,172171,170273,3473
592,172172,170288,3478
593,172174,170297,3484
594,172181,170318,3493
595,172189,170329,3503
596,172199,170350,3510
597,172217,170354,3519
598,172227,170365,3529
599,172236,170373,3542
600,172247,170387,3551
601,172256,170400,3561
602,172266,170401,3575
603,172274,170409,3584
604,172293,170427,3594
605,172304,170442,3603
606,172313,170448,3612
607,172329,170450,3626
608,172337,170465,3633
609,172345,170472,3641
610,172354,170487,3649
611,172361,170506,3660
612,172383,170513,3667
613,172388,170526,3674
614,172408,170536,3688
615,172424,170551,3696
616,172431,170564,3706
617,172437,170572,3716
618,172441,170582,3725
619,172456,170588,3733
620,172462,170598,3745
621,172464,170604,3760
622,172479,170601,3768
623,172491,170615,3783
624,172489,170628,3791
625,172497,170649,3800
626,172514,170666,3809
627,172521,170676,3826
628,172535,170688,3837
629,172545,170692,3844
630,172543,170711,3858
631,172564,170731,3865
632,172581,170733,3877
633,172590,170746,3889
634,172612,170758,3896
635,172621,170770,3903
636,172633,170779,3912
637,172640,170797,3924
638,172648,170811,3938
639,172660,170817,3948
640,172666,170831,3964
641,172678,170844,3973
642,172683,170844,3993
643,172692,170851,4005
644,172701,170865,4020
645,172706,170876,4032
646,172720,170879,4044
647,172736,170879,4055
648,172747,170885,4064
649,172760,170896,4070
650,172762,170907,4084
651,172769,170916,4098
652,172779,170916,4116
653,172790,170937,4123
654,172802,170942,4130
655,172813,170943,4138
656,172826,170955,4144
657,172826,170967,4154
658,172847,170979,4161
659,172851,170998,4175
660,172856,171010,4183
661,172866,171027,4190
662,172880,171047,4201
663,172892,171048,4213
664,172908,171056,4222
665,172916,171068,4232
666,172922,171085,4236
667,172942,171094,4245
668,172953,171104,4257
669,172965,171115,4265
670,172976,171133,4272
671,172987,171139,4280
672,173003,171156,4289
673,173016,171159,4297
674,173022,171176,4305
675,173037,171196,4312
676,173041,171213,4322
677,173055,171218,4334
678,173054,171225,4351
679,173054,171237,4366
680,173063,171249,4377
681,173066,171251,4390
682,173079,171268,4401
683,173089,171268,4415
684,173102,171270,4430
685,173122,171283,4434
686,173132,171285,4443
687,173142,171304,4459
688,173143,171325,4471
689,173139,171335,4487
690,173146,171344,4504
691,173148,171357,4518
692,173154,171368,4530
693,173165,171386,4539
694,173169,171396,4549
695,173178,171414,4563
696,173184,171414,4575
697,173195,171423,4587
698,173199,171434,4604
699,173205,171451,4619
700,173212,171463,4624
701,173227,171474,4632
702,173250,171480,4646
703,173265,171495,4658
704,173272,171499,4678
705,173280,171510,4690
706,173281,171526,4710
707,173278,171544,4724
708,173281,171554,4737
709,173288,171557,4749
710,173304,171575,4758
711,173311,171587,4770
712,173309,171589,4787
713,173323,171605,4799
714,173323,171607,4819
715,173335,171614,4836
716,173352,171620,4846
717,173345,171640,4863
718,173358,171644,4877
719,173370,171657,4890
720,173374,171662,4906
721,173380,171674,4918
722,173376,171676,4937
723,173381,171674,4953
724,173393,171693,4970
725,173396,171698,4988
726,173404,171703,5006
727,173409,171706,5033
728,173414,171710,5054
729,173415,171705,5076
730,173425,171708,5097
731,173432,171703,5123
732,173436,171697,5153
733,173453,171711,5168
734,173462,171720,5185
735,173459,171718,5201
736,173453,171725,5229
737,173455,171725,5257
738,173465,171738,5277
739,173466,171741,5302
740,173476,171750,5328
741,173467,171736,5363
742,173452,171741,5398
743,173455,171736,5430
744,173451,171740,5457
745,173446,171738,5488
746,173446,171736,5517
747,173439,171749,5548
748,173435,171746,5575
749,173443,171741,5602
750,173457,171741,5636
751,173449,171731,5671
752,173445,171723,5714
753,173442,171708,5750
754,173438,171701,5782
755,173425,171721,5816
756,173433,171716,5836
757,173447,171716,5858
758,173449,171715,5890
759,173452,171731,5915
760,173450,171732,5948
761,173449,171723,5976
762,173451,171721,6000
763,173447,171717,6034
764,173447,171719,6059
765,173437,171700,6090
766,173447,171711,6114
767,173445,171702,6143
768,173442,171708,6171
769,173435,171710,6195
770,173429,171719,6211
771,173431,171720,6242
772,173439,171722,6262
773,173448,171724,6282
774,173460,171722,6307
775,173467,171725,6335
776,173464,171722,6363
777,173476,171728,6383
778,173480,171722,6407
779,173476,171725,6433
780,173483,171721,6465
781,173483,171725,6493
782,173492,171716,6523
783,173491,171730,6543
784,173489,171728,6570
785,173489,171733,6594
786,173494,171727,6608
787,173493,171732,6623
788,173492,171735,6641
789,173498,171728,6666
790,173500,171738,6686
791,173502,171746,6718
792,173499,171756,6746
793,173507,171753,6772
794,173516,171750,6799
795,173521,171756,6818
796,173525,171759,6843
797,173526,171750,6868
798,173540,171752,6882
799,173537,171758,6901
800,173535,171765,6932
801,173532,171767,6963
802,173537,171769,6996
803,173522,171775,7032
804,173515,171781,7071
805,173525,171761,7110
806,173531,171751,7148
807,173524,171739,7186
808,173531,171742,7217
809,173536,171745,7247
810,173521,171745,7281
811,173518,171741,7311
812,173521,171749,7341
813,173531,171738,7371
814,173517,171730,7408
815,173516,171728,7444
816,173514,171710,7482
817,173506,171706,7513
818,173509,171702,7542
819,173507,171696,7581
820,173506,171699,7613
821,173512,171696,7645
822,173510,171706,7677
823,173506,171702,7712
824,173510,171702,7735
825,173509,171685,7773
826,173516,171685,7810
827,173524,171671,7842
828,173518,171674,7877
829,173514,171679,7913
830,173513,171679,7946
831,173506,171677,7980
832,173508,171681,8007
833,173509,171677,8035
834,173514,171658,8073
835,173495,171650,8117
836,173478,171646,8159
837,173463,171633,8204
838,173445,171624,8252
839,173429,171616,8295
840,173419,171602,8339
841,173407,171587,8385
842,173398,171575,8436
843,173390,171565,8478
844,173390,171562,8517
845,173374,171545,8563
846,173360,171534,8605
847,173364,171527,8637
848,173355,171524,8678
849,173348,171503,8731
850,173339,171492,8770
851,173322,171474,8823
852,173315,171464,8873
853,173305,171451,8919
854,173283,171444,8976
855,173272,171424,9041
856,173261,171403,9097
857,173241,171383,9162
858,173243,171357,9216
859,173224,171354,9267
860,173204,171342,9321
861,173185,171328,9387
862,173169,171305,9444
863,173149,171289,9509
864,173140,171288,9562
865,173130,171272,9616
866,173125,171258,9670
867,173125,171240,9712
868,173127,171243,9755
869,173118,171223,9803
870,173105,171205,9844
871,173110,171192,9892
872,173098,171180,9935
873,173089,171184,9967
874,173090,171171,10002
875,173073,171179,10036
876,173065,171169,10076
877,173067,171156,10111
878,173056,171144,10143
879,173044,171135,10178
880,173030,171122,10216
881,173026,171108,10247
882,173014,171099,10277
883,173015,171085,10319
884,173002,171062,10368
885,173004,171045,10411
886,172979,171031,10459
887,172973,171022,10496
888,172968,171018,10541
889,172965,170998,10587
890,172950,170978,10636
891,172950,170973,10679
892,172942,170954,10729
893,172926,170940,10779
894,172929,170946,10820
895,172920,170933,10862
896,172921,170927,10899
897,172907,170919,10948
898,172881,170901,10999
899,172869,170887,11047
900,172861,170873,11089
901,172847,170868,11136
902,172820,170859,11190
903,172812,170844,11236
904,172801,170840,11274
905,172786,170834,11316
906,172783,170822,11349
907,172775,170800,11393
908,172777,170794,11423
909,172778,170769,11472
910,172777,170754,11507
911,172768,170731,11556
912,172756,170719,11600
913,172751,170715,11636
914,172737,170711,11679
915,172740,170705,11719
916,172757,170690,11755
917,172753,170674,11798
918,172754,170656,11835
919,172739,170640,11883
920,172736,170621,11936
921,172722,170619,11988
922,172710,170584,12044
923,172707,170588,12084
924,172702,170583,12133
925,172684,170585,12179
926,172673,170572,12230
927,172662,170553,12277
928,172650,170545,12338
929,172625,170532,12405
930,172605,170525,12464
931,172583,170510,12537
932,172577,170504,12585
933,172563,170485,12638
934,172550,170475,12689
935,172541,170461,12733
936,172532,170452,12779
937,172517,170441,12829
938,172493,170431,12878
939,172478,170413,12928
940,172462,170402,12984
941,172437,170395,13040
942,172409,170388,13099
943,172395,170376,13169
944,172382,170354,13231
945,172382,170326,13275
946,172356,170312,13334
947,172337,170300,13387
948,172324,170292,13439
949,172302,170279,13489
950,172280,170271,13537
951,172276,170261,13588
952,172260,170240,13648
953,172244,170222,13698
954,172240,170200,13749
955,172218,170195,13802
956,172190,170179,13857
957,172180,170175,13899
958,172172,170179,13933
959,172155,170177,13973
960,172164,170166,14009
961,172148,170161,14045
962,172139,170162,14089
963,172117,170141,14139
964,172087,170119,14194
965,172067,170121,14236
966,172035,170113,14280
967,172013,170092,14336
968,171990,170066,14395
969,171978,170051,14442
970,171958,170038,14500
971,171944,170025,14554
972,171931,170007,14607
973,171909,170013,14654
974,171883,170012,14704
975,171849,170012,14764
976,171828,170002,14814
977,171801,169983,14881
978,171795,169965,14930
979,171770,169953,14992
980,171756,169937,15052
981,171737,169924,15111
982,171721,169910,15170
983,171702,169902,15216
984,171693,169890,15262
985,171676,169871,15319
986,171670,169851,15370
987,171656,169834,15422
988,171641,169821,15474
989,171627,169820,15516
990,171607,169828,15555
991,171595,169815,15596
992,171578,169808,15641
993,171554,169808,15694
994,171539,169801,15733
995,171529,169793,15774
996,171522,169789,15814
997,171506,169780,15852
998,171497,169781,15890
999,171493,169769,15934
1000,171475,169766,15978
1001,171476,169765,16019
1002,171461,169758,16068
1003,171439,169749,16117
1004,171420,169736,16171
1005,171393,169741,16224
1006,171387,169729,16276
1007,171369,169711,16344
1008,171342,169701,16399
1009,171328,169694,16454
1010,171316,169677,16516
1011,171283,169679,16573
1012,171266,169648,16631
1013,171242,169641,16685
1014,171228,169621,16748
1015,171220,169606,16806
1016,171194,169597,16872
1017,171170,169592,16933
1018,171136,169577,17002
1019,171118,169557,17072
1020,171095,169536,17140
1021,171063,169504,17209
1022,171027,169497,17267
1023,171002,169479,17329
1024,170978,169470,17385
1025,170956,169454,17456
1026,170931,169446,17517
1027,170903,169434,17584
1028,170877,169420,17649
1029,170875,169410,17700
1030,170853,169401,17756
1031,170843,169383,17811
1032,170831,169371,17860
1033,170817,169355,17909
1034,170809,169330,17955
1035,170792,169332,18002
1036,170792,169311,18039
1037,170782,169299,18086
1038,170777,169284,18125
1039,170771,169259,18169
1040,170771,169244,18213
1041,170743,169240,18252
1042,170733,169237,18294
1043,170721,169217,18340
1044,170708,169216,18390
1045,170697,169211,18443
1046,170676,169203,18494
1047,170652,169197,18548
1048,170642,169189,18594
1049,170624,169177,18646
1050,170614,169153,18700
1051,170601,169138,18755
1052,170590,169132,18798
1053,170566,169123,18848
1054,170540,169104,18906
1055,170528,169099,18949
1056,170515,169093,18997
1057,170500,169089,19040
1058,170487,169070,19092
1059,170466,169071,19147
1060,170446,169061,19200
1061,170415,169031,19261
1062,170387,169026,19311
1063,170374,169013,19360
1064,170354,168995,19421
1065,170340,168975,19483
1066,170312,168951,19545
1067,170295,168942,19592
1068,170280,168925,19650
1069,170256,168908,19714
1070,170242,168880,19779
1071,170208,168863,19857
1072,170184,168849,19923
1073,170159,168818,19997
1074,170137,168780,20072
1075,170112,168772,20134
1076,170089,168757,20188
1077,170062,168745,20242
1078,170040,168729,20300
1079,170022,168704,20355
1080,170005,168690,20406
1081,169982,168663,20477
1082,169966,168644,20530
1083,169961,168630,20593
1084,169951,168611,20644
1085,169948,168586,20700
1086,169924,168558,20782
1087,169906,168534,20853
1088,169894,168511,20909
1089,169865,168494,20966
1090,169823,168469,21046
1091,169789,168433,21123
1092,169767,168416,21194
1093,169754,168396,21264
1094,169723,168390,21331
1095,169695,168373,21397
1096,169670,168346,21473
1097,169627,168326,21562
1098,169602,168292,21635
1099,169571,168279,21705
1100,169550,168252,21782
1101,169532,168227,21850
1102,169509,168197,21925
1103,169488,168183,21982
1104,169470,168154,22042
1105,169439,168124,22114
1106,169414,168103,22182
1107,169400,168072,22253
1108,169376,168043,22325
1109,169340,168009,22404
1110,169316,167984,22474
1111,169280,167969,22542
1112,169254,167967,22601
1113,169247,167947,22661
1114,169224,167935,22717
1115,169201,167919,22779
1116,169179,167901,22838
1117,169155,167876,22898
1118,169146,167862,22944
1119,169121,167844,22997
1120,169102,167840,23055
1121,169084,167825,23105
1122,169068,167805,23161
1123,169046,167789,23215
1124,169031,167764,23274
1125,169018,167735,23336
1126,168993,167708,23388
1127,168975,167673,23458
1128,168958,167661,23523
1129,168941,167654,23581
1130,168923,167633,23643
1131,168902,167601,23713
1132,168875,167579,23779
1133,168844,167559,23844
1134,168819,167539,23910
1135,168801,167515,23978
1136,168778,167489,24041
1137,168761,167464,24098
1138,168739,167428,24165
1139,168718,167388,24246
1140,168695,167365,24309
1141,168660,167334,24385
1142,168634,167300,24470
1143,168605,167279,24542
1144,168587,167257,24615
1145,168554,167230,24697
1146,168527,167201,24764
1147,168490,167173,24842
1148,168478,167148,24909
1149,168456,167115,24983
1150,168425,167103,25048
1151,168404,167076,25117
1152,168375,167056,25182
1153,168347,167046,25240
1154,168328,167018,25309
1155,168301,166995,25373
1156,168293,166967,25435
1157,168269,166944,25487
1158,168259,166922,25543
1159,168218,166899,25623
1160,168179,166878,25699
1161,168149,166860,25766
1162,168125,166844,25823
1163,168102,166828,25881
1164,168083,166803,25938
1165,168062,166796,25994
1166,168040,166776,26053
1167,168027,166774,26104
1168,167997,166756,26162
1169,167974,166733,26229
1170,167940,166724,26286
1171,167912,166705,26359
1172,167877,166678,26422
1173,167853,166650,26484
1174,167830,166622,26556
1175,167794,166601,26632
1176,167785,166581,26693
1177,167774,166572,26742
1178,167743,166536,26817
1179,167734,166524,26868
1180,167704,166501,26931
1181,167679,166482,26993
1182,167661,166453,27062
1183,167641,166440,27120
1184,167618,166435,27175
1185,167597,166438,27228
1186,167580,166426,27276
1187,167563,166400,27349
1188,167545,166375,27410
1189,167521,166353,27463
1190,167487,166339,27530
1191,167473,166315,27590
1192,167452,166297,27651
1193,167421,166279,27712
1194,167385,166261,27780
1195,167362,166248,27834
1196,167324,166230,27903
1197,167317,166218,27958
1198,167305,166192,28017
1199,167292,166191,28067
1200,167254,166168,28134
1201,167231,166161,28190
1202,167209,166143,28239
1203,167185,166136,28292
1204,167190,166118,28348
1205,167171,166091,28404
1206,167167,166087,28439
1207,167141,166079,28491
1208,167141,166052,28539
1209,167118,166031,28600
1210,167111,166015,28656
1211,167089,166006,28704
1212,167072,165996,28754
1213,167051,165990,28803
1214,167011,165979,28876
1215,166983,165959,28937
1216,166953,165938,29003
1217,166928,165912,29063
1218,166905,165891,29119
1219,166878,165870,29187
1220,166838,165853,29269
1221,166812,165826,29340
1222,166774,165804,29413
1223,166752,165788,29471
1224,166712,165765,29537
1225,166677,165734,29615
1226,166649,165711,29682
1227,166636,165681,29743
1228,166605,165644,29818
1229,166582,165616,29891
1230,166554,165597,29955
1231,166522,165569,30023
1232,166493,165537,30089
1233,166474,165529,30145
1234,166453,165515,30194
1235,166433,165492,30244
1236,166415,165466,30302
1237,166386,165440,30372
1238,166375,165424,30423
1239,166345,165414,30478
1240,166313,165389,30543
1241,166295,165371,30602
1242,166270,165349,30670
1243,166243,165320,30728
1244,166235,165316,30781
1245,166214,165297,30844
1246,166193,165278,30910
1247,166162,165258,30968
1248,166146,165239,31029
1249,166110,165219,31099
1250,166080,165207,31163
1251,166059,165191,31223
1252,166032,165168,31290
1253,166005,165142,31358
1254,165975,165126,31422
1255,165955,165098,31485
1256,165939,165078,31545
1257,165918,165053,31611
1258,165893,165026,31675
1259,165863,165013,31740
1260,165842,164985,31810
1261,165825,164962,31860
1262,165813,164937,31924
1263,165778,164916,31995
1264,165752,164883,32062
1265,165731,164863,32122
1266,165702,164842,32195
1267,165683,164804,32270
1268,165643,164779,32357
1269,165619,164756,32414
